Page Order,Semantic Name,Element Type,Logical Name,Playwright Best,Relative XPath,Absolute XPath,CSS Selector,ID Attribute,Name Attribute,Class Name,Coordinates,Dimension,Confidence Score
121,timex_men_s_expedition_scout_40mm_watch,Link,Unknown Context,await page.locator('div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(3) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancef6tbLM7MSucAm8Ql81nXyQ']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][3]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[8]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[3]/span[1]/a[1],div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(3) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(561.5, 2781.375)",121 × 15,80
122,how_to_make_money_in_stocks_a_winning_sy,Link,Unknown Context,await page.locator('div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(4) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancef6tbLM7MSucAm8Ql81nXyQ']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][4]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[8]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[4]/span[1]/a[1],div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(4) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(710.5, 2781.375)",133 × 15,80
123,invicta_men_s_5053_pro_diver_collection,Link,Unknown Context,await page.locator('div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(5) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancef6tbLM7MSucAm8Ql81nXyQ']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][5]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[8]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[5]/span[1]/a[1],div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(5) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(874.5, 2781.375)",115 × 15,80
124,casio_f91w_series_digital_watch_water_re,Link,Unknown Context,await page.locator('div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(6) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancef6tbLM7MSucAm8Ql81nXyQ']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][6]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[8]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[6]/span[1]/a[1],div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(6) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1031.5, 2781.375)",111 × 15,80
125,sorcerer_1977_bd_a,Link,Unknown Context,await page.locator('div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(7) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancef6tbLM7MSucAm8Ql81nXyQ']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][7]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[8]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[7]/span[1]/a[1],div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(7) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1169.5, 2781.375)",156 × 15,80
126,sony_wh_ch720n_noise_canceling_wireless,Link,Unknown Context,await page.locator('div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(8) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancef6tbLM7MSucAm8Ql81nXyQ']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][8]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[8]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[8]/span[1]/a[1],div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(8) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1335.5, 2781.375)",147 × 15,80
127,gillette_antiperspirant_and_deodorant_fo,Link,Unknown Context,await page.locator('div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(9) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancef6tbLM7MSucAm8Ql81nXyQ']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][9]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[8]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[9]/span[1]/a[1],div#CardInstancef6tbLM7MSucAm8Ql81nXyQ > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(9) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1492.5, 2781.375)",156 × 15,80
128,best_sellers_in_home_kitchen_level_up_your_pc_here,Interactive Element,Level up your PC here - Best Sellers in Home & Kitchen,await page.getByText('Level up your PC here'),"//div[@id='CardInstanceXMT3xpH65wTvNa3n0hjmpQ']/div[contains(@class, 'a-cardui-header')][1]/h2[contains(@class, 'a-color-base headline truncate-2line')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[9]/div[1]/div[1]/h2[1],div#CardInstanceXMT3xpH65wTvNa3n0hjmpQ > div.a-cardui-header > h2.a-color-base headline truncate-2line,,,a-color-base headline truncate-2line,"(234.5, 2955)",310 × 27.296875,85
129,level_up_your_beauty_routine_h2,Interactive Element,Level up your beauty routine - Best Sellers in Home & Kitchen,await page.getByText('Level up your beauty routine'),"//div[@id='CardInstancel6GzNx7QO7p2-QzmCjSutw']/div[contains(@class, 'a-cardui-header')][1]/h2[contains(@class, 'a-color-base headline truncate-2line')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[10]/div[1]/div[1]/h2[1],div#CardInstancel6GzNx7QO7p2-QzmCjSutw > div.a-cardui-header > h2.a-color-base headline truncate-2line,,,a-color-base headline truncate-2line,"(604.5, 2955)",310 × 27.296875,85
130,best_sellers_in_home_kitchen_gear_up_to_get_fit_h2,Interactive Element,Gear up to get fit - Best Sellers in Home & Kitchen,await page.getByText('Gear up to get fit'),"//div[@id='CardInstancenT31UOMz4dl6rVo0PrnoLA']/div[contains(@class, 'a-cardui-header')][1]/h2[contains(@class, 'a-color-base headline truncate-2line')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[11]/div[1]/div[1]/h2[1],div#CardInstancenT31UOMz4dl6rVo0PrnoLA > div.a-cardui-header > h2.a-color-base headline truncate-2line,,,a-color-base headline truncate-2line,"(974.5, 2955)",310 × 27.296875,85
131,best_sellers_in_home_kitchen_level_up_your_gaming,Interactive Element,Level up your gaming - Best Sellers in Home & Kitchen,await page.getByText('Level up your gaming'),"//div[@id='CardInstance57Z3TamNWCHn0winOkHCUw']/div[contains(@class, 'a-cardui-header')][1]/h2[contains(@class, 'a-color-base headline truncate-2line')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[12]/div[1]/div[1]/h2[1],div#CardInstance57Z3TamNWCHn0winOkHCUw > div.a-cardui-header > h2.a-color-base headline truncate-2line,,,a-color-base headline truncate-2line,"(1344.5, 2955)",310 × 27.296875,85
132,level_up_your_pc_here_laptops,Link,Laptops - Level up your PC here,await page.getByLabel('Laptops').nth(0),"//div[@id='CardInstanceXMT3xpH65wTvNa3n0hjmpQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[9]/div[1]/div[2]/div[1]/div[1]/a[1],div#CardInstanceXMT3xpH65wTvNa3n0hjmpQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(234.5, 2992.296875)",147.25 × 115.84375,95
133,level_up_your_pc_here_pcs_a,Link,PCs - Level up your PC here,await page.getByLabel('PCs'),"//div[@id='CardInstanceXMT3xpH65wTvNa3n0hjmpQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[9]/div[1]/div[2]/div[1]/div[2]/a[1],div#CardInstanceXMT3xpH65wTvNa3n0hjmpQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(397.25, 2992.296875)",147.25 × 115.84375,95
134,level_up_your_beauty_routine_makeup,Link,Makeup - Level up your beauty routine,await page.getByLabel('Makeup'),"//div[@id='CardInstancel6GzNx7QO7p2-QzmCjSutw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[10]/div[1]/div[2]/div[1]/div[1]/a[1],div#CardInstancel6GzNx7QO7p2-QzmCjSutw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(604.5, 2992.296875)",147.25 × 115.84375,95
135,level_up_your_beauty_routine_brushes,Link,Brushes - Level up your beauty routine,await page.getByLabel('Brushes'),"//div[@id='CardInstancel6GzNx7QO7p2-QzmCjSutw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[10]/div[1]/div[2]/div[1]/div[2]/a[1],div#CardInstancel6GzNx7QO7p2-QzmCjSutw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(767.25, 2992.296875)",147.25 × 115.84375,95
136,gear_up_to_get_fit_clothing,Link,Clothing - Gear up to get fit,await page.getByLabel('Clothing'),"//div[@id='CardInstancenT31UOMz4dl6rVo0PrnoLA']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[11]/div[1]/div[2]/div[1]/div[1]/a[1],div#CardInstancenT31UOMz4dl6rVo0PrnoLA > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(974.5, 2992.296875)",147.25 × 115.84375,95
137,gear_up_to_get_fit_trackers,Link,Trackers - Gear up to get fit,await page.getByLabel('Trackers'),"//div[@id='CardInstancenT31UOMz4dl6rVo0PrnoLA']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[11]/div[1]/div[2]/div[1]/div[2]/a[1],div#CardInstancenT31UOMz4dl6rVo0PrnoLA > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1137.25, 2992.296875)",147.25 × 115.84375,95
138,level_up_your_gaming_pc_gaming,Link,PC gaming - Level up your gaming,await page.getByLabel('PC gaming'),"//div[@id='CardInstance57Z3TamNWCHn0winOkHCUw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[12]/div[1]/div[2]/div[1]/div[1]/a[1],div#CardInstance57Z3TamNWCHn0winOkHCUw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1344.5, 2992.296875)",147.25 × 115.84375,95
139,level_up_your_gaming_xbox,Link,Xbox - Level up your gaming,await page.getByLabel('Xbox'),"//div[@id='CardInstance57Z3TamNWCHn0winOkHCUw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[12]/div[1]/div[2]/div[1]/div[2]/a[1],div#CardInstance57Z3TamNWCHn0winOkHCUw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1507.25, 2992.296875)",147.25 × 115.84375,95
140,level_up_your_pc_here_hard_drives,Link,Hard Drives - Level up your PC here,await page.getByLabel('Hard Drives').nth(0),"//div[@id='CardInstanceXMT3xpH65wTvNa3n0hjmpQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[9]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstanceXMT3xpH65wTvNa3n0hjmpQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(234.5, 3152.140625)",147.25 × 115.84375,95
141,level_up_your_pc_here_monitors_a,Link,Monitors - Level up your PC here,await page.getByLabel('Monitors'),"//div[@id='CardInstanceXMT3xpH65wTvNa3n0hjmpQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[9]/div[1]/div[2]/div[2]/div[2]/a[1],div#CardInstanceXMT3xpH65wTvNa3n0hjmpQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(397.25, 3152.140625)",147.25 × 115.84375,95
142,level_up_your_beauty_routine_sponges,Link,Sponges - Level up your beauty routine,await page.getByLabel('Sponges'),"//div[@id='CardInstancel6GzNx7QO7p2-QzmCjSutw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[10]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstancel6GzNx7QO7p2-QzmCjSutw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(604.5, 3152.140625)",147.25 × 115.84375,95
143,level_up_your_beauty_routine_mirrors,Link,Mirrors - Level up your beauty routine,await page.getByLabel('Mirrors'),"//div[@id='CardInstancel6GzNx7QO7p2-QzmCjSutw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[10]/div[1]/div[2]/div[2]/div[2]/a[1],div#CardInstancel6GzNx7QO7p2-QzmCjSutw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(767.25, 3152.140625)",147.25 × 115.84375,95
